all for 4th session",business,1
22059,sv0fvpw8,sv0fvpw8-1,"Actor Liam Neeson revealed he had to turn down producer Barbara Broccoli's offer of playing James Bond as his wife had threatened to leave him if he accepted the role. ""My wife...said to me, 'Liam...If you play James Bond, we're not getting married',"" Neeson said. He added that his wife gave him a ""James Bond ultimatum"". ","I was approached to play James Bond, said no due to wife: Neeson",entertainment,3
22060,l_qg7k530x,l_qg7k530x-1,"Urdu-medium students of Hyderabad's Dr BR Ambedkar Open University wrote a letter to the vice chancellor alleging discrimination at examination centres. The BA students said question papers were given 40 minutes late and invigilators told them to write in either English or Telugu. Further, they said parts of the question paper were printed in English and Telugu without Urdu translation.",Urdu-medium students in Hyd allege discrimination at exam centres,national,0
22061,jfqiuluv,jfqiuluv-1,"Around 121 roads were closed for vehicular traffic in the higher hills of Lahul and Spiti, Kullu, Shimla, Kinnaur and Chamba districts of Himachal Pradesh after recent snowfall. Shimla experienced hailstorms and rains on Tuesday. After a sudden rise in temperature, weather department has said that there will be a dip in the maximum temperature over the next few days.",121 roads closed in Himachal Pradesh after recent snowfall,national,0
22062,jjwfsywq,jjwfsywq-1,"The Wadia Group-controlled airline GoFirst has withheld payments worth ₹5 crore in February to its employees, hotel vendors, and transport vendors, reports stated. An official stated the airline is in talks with its vendors and has assured them of payment once it receives ₹210 crore under the government’s Emergency Credit Line Guarantee Scheme (ECLGS) by the end of February.","GoFirst has held back payments worth ₹5 cr to employees, vendors in Feb: Reports",business,1
22063,qgryuw0e,qgryuw0e-1,"Increased levels of pollutants like nitrous oxides in the air are linked with bone damage, causing osteoporosis among postmenopausal women, a study has found. Researchers found that the effects of nitrous oxides were most evident on the lumbar spine. One in two women over 50 years of age experiences bone fracture because of osteoporosis, researchers said.",Air pollution speeds up bone loss from osteoporosis: Study,science,8
22063,qgryuw0e,qgryuw0e-1,"Increased levels of pollutants like nitrous oxides in the air are linked with bone damage, causing osteoporosis among postmenopausal women, a study has found. Researchers found that the effects of nitrous oxides were most evident on the lumbar spine. One in two women over 50 years of age experiences bone fracture because of osteoporosis, researchers said.",Air pollution speeds up bone loss from osteoporosis: Study,Health___Fitness,13
22064,blkth2qp,blkth2qp-1,"Reports of mild tremors hitting Chennai's Anna Salai surfaced on social media on Wednesday, with locals claiming that it was a result of some ongoing civil work. An official from Regional Meteorological Centre confirmed the National Center for Seismology didn't report any such occurrence. Chennai Metro Rail Limited also stated the tremors were not caused by any metro project work.","Mild tremors felt in Chennai, locals blame metro work",national,0
22065,vnjozo1l,vnjozo1l-1,Police have arrested 25 people and have registered an FIR against 54 others after a group of villagers pelted stones and attacked policemen in Bihar's Sitamarhi district. The incident took place when local residents blocked a road after the death of a youth under suspicious circumstances in the area.,"25 arrested, 54 booked for pelting stones at policemen in Bihar",national,0
22066,inhebb81,inhebb81-1,"Alleging that External Affairs Minister S Jaishankar's remarks on China are lowering India's armed forces' morale, Congress called him a ""failed"" minister. Calling his remarks ""blasphemous"", Congress' Supriya Shrinate accused Jaishankar of reducing foreign policy to photo-ops and a chest-thumping exercise. She claimed the minister said we can't pick a fight with China as it is the bigger economy.",Jaishankar a failed foreign minister: Congress,politics,5
22066,inhebb81,inhebb81-1,"Alleging that External Affairs Minister S Jaishankar's remarks on China are lowering India's armed forces' morale, Congress called him a ""failed"" minister. Calling his remarks ""blasphemous"", Congress' Supriya Shrinate accused Jaishankar of reducing foreign policy to photo-ops and a chest-thumping exercise. She claimed the minister said we can't pick a fight with China as it is the bigger economy.",Jaishankar a failed foreign minister: Congress,national,0
22067,skqyxe2w,skqyxe2w-1,"In an attempt to improve access to foreign currency, Iraq's central bank said it planned to allow trade from China to be settled directly in yuan for the first time. The Iraqi central bank has been taking urgent steps to compensate for a dollar shortage in local markets, which prompted the cabinet to approve a currency revaluation earlier this month.
","In a first, Iraq to allow trade with China in yuan",business,1
22068,l_wvq1ekbi,l_wvq1ekbi-1,"A couple was arrested by Mumbai Crime Branch's Anti Narcotic Cell for allegedly selling drugs in South Mumbai. They also seized MD drugs worth ₹25 lakh from them. While the husband was arrested in the Dongri area, the wife was arrested in the Mazgaon area in Mumbai. A case has been registered under NDPS Act.",Husband-wife arrested for selling drugs in South Mumbai,national,0
22069,vegvdjqk,vegvdjqk-1,Russia has said that three astronauts stranded on the International Space Station after a Soyuz spacecraft leak will return to Earth in a Soyuz MS-23 replacement capsule in September. The replacement capsule will launch on February 24. The damaged MS-22 spacecraft is planned to land without a crew in March. The stranded astronauts include one US astronaut.,3 stranded astronauts on ISS to return in September: Russia,science,8
22070,cfhhkczo,cfhhkczo-1,"RBI Monetary Policy Committee (MPC) Member Jayanth Varma had called the central bank's last 25-bps hike, which took the repo rate to 6.50%, as ""not warranted"", according to minutes of the committee's last meeting. He had argued that a repo rate of 6.50% very likely overshoots the policy rate needed to achieve price stability. He had voted against the hike.",RBI MPC Member Varma terms last repo rate hike as 'not warranted',business,1
22071,kedy5ms4,kedy5ms4-1,"SEBI has proposed allowing mutual funds to introduce five new categories under ESG (environmental, social and governance) scheme. The categories would be exclusions, integration, best-in-class and positive screening, impact investing and sustainable objectives. SEBI has proposed that each asset management company should be permitted to launch one ESG scheme each under the five subcategories.",SEBI proposes to introduce 5 new categories under ESG scheme,business,1
22072,l_o7vut9tj,l_o7vut9tj-1,"Over 500 kg of cannabis brought from Odisha to be smuggled into Noida and other parts of the national capital region has been seized by police in Uttar Pradesh's Greater Noida. The contraband is worth around ₹1 crore. A reward of ₹20,000 has been announced for the police teams who were involved in the seizure.",Over 500 kg cannabis meant to be smuggled into NCR seized,national,0
22073,l_t7fsb7vi,l_t7fsb7vi-1,"Parts of Bengaluru are expected to witness power outages on Thursday due to maintenance work of the Karnataka Power Transmission Corporation Limited (KPTCL). Several areas including Hanumangudda, Shivanagar, Vinayaka Layout, Indiranagar, Manjunathnagar, Thammenhalli, Murudi, Rampura, Prakash Nagar, Subramanyanagara, Dasarahalli and others might face power outages between 10 am and 4 pm. ",Several areas in Bengaluru to face power cuts on Thursday,national,0
22074,iscqchwv,iscqchwv-1,"Swedish tennis legend Bjorn Borg left a felicitation ceremony to watch his son Leo play after Karnataka CM Basavaraj Bommai showed up for the event late. According to officials, Bommai was to felicitate Borg and tennis legend Vijay Amritraj at 10:30 am on sidelines of Bengaluru Open but the CM showed up for the event at only 11:15 am.",Bjorn Borg leaves felicitation ceremony to watch son play as K'taka CM Bommai runs late,sports,2
22075,etzl6tch,etzl6tch-1,"British government has defended the BBC in Parliament after the Income Tax department's three-day survey at BBC's Delhi and Mumbai offices. ""We stand up for the BBC...We want the BBC to have...editorial freedom,"" said FCDO minister David Rutley. ""We want to be able to communicate its importance to our friends across the world, including the [Indian] government,"" he added.

",We stand up for the BBC: UK govt after I-T Department's 3-day survey,world,4
22075,etzl6tch,etzl6tch-1,"British government has defended the BBC in Parliament after the Income Tax department's three-day survey at BBC's Delhi and Mumbai offices. ""We stand up for the BBC...We want the BBC to have...editorial freedom,"" said FCDO minister David Rutley. ""We want to be able to communicate its importance to our friends across the world, including the [Indian] government,"" he added.

",We stand up for the BBC: UK govt after I-T Department's 3-day survey,national,0
22076,j5fy5eeo,j5fy5eeo-1,"The BCCI is close to signing Adidas as kit sponsor for Indian cricket team for ₹350 crore for five years, a BCCI official said. Adidas will replace Kewal Kiran Clothing Ltd, maker of Killer Jeans. Adidas' five-year term will start this June and run till 2028. The company will pay ₹65 lakh for every match that India plays, reports stated.",Adidas to pay ₹65 lakh for every match that Team India plays: Reports,sports,2
22077,wsd8wu9j,wsd8wu9j-1,"OpenAI's generative AI bot, ChatGPT, is now listed as author or co-author of nearly 300 e-books on Amazon's Kindle store. Titles of the books include 'ChatGPT smarter than humans?', 'Make more money with ChatGPT' and 'The star weaver's lesson: Magical bedtime story'. Mary Rasenberger, executive director of Authors Guild said, ""It's something we really need to be worried about.""",ChatGPT listed as author or co-author of 300 e-books on Amazon Kindle,technology,6
22078,p5rnwcp3,p5rnwcp3-1,"In an interview, lyricist Javed Akhtar was asked about actress Kangana Ranaut after the latter had praised the former over his remark against the 26/11 terror attacks at the Faiz Festival in Lahore, Pakistan. Speaking about it, Javed stated, ""I don't consider Kangana important so how can she make an important remark? Forget about her. Chaliye aage (Let's move forward).""",Forget about Kangana: Javed as she praises him for 26/11 remark,entertainment,3
22079,8ltx3xs3,8ltx3xs3-1,"'Adipurush' editor Ashish Mhatre has revealed that they have not made ""any alterations"" to the film after it received criticism. ""We are following the same way from where we started the film because we have not made any mistake in the first place, that needs rectification,"" he added. The film was trolled for its VFX after the teaser was released.",We've not made any changes in 'Adipurush' post-criticism: Editor,entertainment,3
22080,l_svj7jtav,l_svj7jtav-1,"Thane Police have booked a couple for allegedly cheating a tour agent of ₹13.15 lakh, an official said. The complainant told police that he got in touch with accused couple to book a trip to Dubai for 18 people in 2022. The complainant had paid for tickets and visas, but the couple kept changing the tour date, police said.",Couple booked for cheating tour agent of ₹13.15 lakh in Thane,national,0
22081,hjl0lqrd,hjl0lqrd-1,"International Monetary Fund (IMF) Managing Director Kristalina Georgieva said that Pakistan has to do more to ensure that the foundation for strong growth is in place. ""What we would like very much to support Pakistan in is to make sure that...those who have more, pay more, and that the use of public money is well designed,"" Georgieva added.",Pak has to do more to ensure foundation for strong growth: IMF MD,business,1
22082,sazvvwnk,sazvvwnk-1,"Orient Cement said its memorandum of understanding (MoU) with Adani Power Maharashtra Limited (APML) for setting up cement grinding unit in Maharashtra stands ""terminated"". Orient said APML asked it to not pursue venture further as APML is unable to obtain required clearances from Maharashtra Industrial Development Corporation due to ""legal issues"". MoU's timelines have also crossed, Orient said.",Orient Cement terminates MoU with Adani Power Maharashtra,business,1
22083,sshlxw1b,sshlxw1b-1,"Director Abhishek Kapoor, whose film 'Kai Po Che' completed 10 years on Wednesday, said it took him four years to bring the film to the audience. ""There were multiple challenges while we made the film, but we braved all of those,"" Kapoor stated. He added Sushant Singh Rajput, Amit Sadh and Rajkummar Rao were ""dynamite together"". ","It took 4 years, we faced multiple challenges: 'Kai Po Che' maker",entertainment,3
22084,9rcny8b4,9rcny8b4-1,"China's search engine giant Baidu Inc beat revenue estimates for the fourth quarter on Wednesday, boosted by strength in its advertising, cloud and artificial intelligence businesses. It also announced a new share buyback programme of up to $5 billion. Its revenue for the quarter ended December 31 came in at 33.08 billion yuan ($4.80 billion), according to Refinitiv data.
",China's Baidu announces $5 billion share buyback plan,business,1
22084,9rcny8b4,9rcny8b4-1,"China's search engine giant Baidu Inc beat revenue estimates for the fourth quarter on Wednesday, boosted by strength in its advertising, cloud and artificial intelligence businesses. It also announced a new share buyback programme of up to $5 billion. Its revenue for the quarter ended December 31 came in at 33.08 billion yuan ($4.80 billion), according to Refinitiv data.
",China's Baidu announces $5 billion share buyback plan,technology,6
22085,l_jo3alavn,l_jo3alavn-1,"BJP councillors on Wednesday chanted Hanuman Chalisa and raised slogans of 'Jai Shri Ram' over the delay in the election of members for the Standing Committee of the Municipal Corporation of Delhi (MCD). As per reports, the BJP also staged a protest demanding to restrict the use of mobile phones inside the House.","BJP councillors chant Hanuman Chalisa in MCD House, video surfaces",politics,5
22085,l_jo3alavn,l_jo3alavn-1,"BJP councillors on Wednesday chanted Hanuman Chalisa and raised slogans of 'Jai Shri Ram' over the delay in the election of members for the Standing Committee of the Municipal Corporation of Delhi (MCD). As per reports, the BJP also staged a protest demanding to restrict the use of mobile phones inside the House.","BJP councillors chant Hanuman Chalisa in MCD House, video surfaces",national,0
22086,omrpegsa,omrpegsa-1,"The members of Kerala Youth Congress who took out a march towards Cliff House, the official residence of Chief Minister Pinarayi Vijayan, were lathi-charged by police. Dressed in black, they were raising slogans against police atrocities on protesters who were calling out tax hikes in the state budget. The police also reportedly used water cannons and tear gas on them.
",Kerala Youth Congress workers lathi-charged during protest,national,0
22087,f1ropoae,f1ropoae-1,"Slain US activist Malcolm X's daughter, Ilyasah Shabazz, has sought to sue the CIA and FBI for her father's ""wrongful death"". ""For years our family has fought for...truth to come to light,"" Shabazz said at a conference marking the anniversary of his assassination. Malcolm X was fatally shot as a crowd gathered to hear him speak on February 21, 1965.","Malcolm X's daughter to sue CIA, FBI for father's 'wrongful death'",world,4
22088,lbi3ih80,lbi3ih80-1,"The Education Ministry asked states and Union Territories to raise minimum age for admissions to Class 1 to six years, as per the National Education Policy (NEP). Currently, 14 states and UTs allow Class 1 admission to children aged below six years. NEP says the foundational stage comprises three years of pre-school and two years of Classes 1 and 2.",Govt wants to raise minimum age for Class 1 admissions to 6 years,education,12
22088,lbi3ih80,lbi3ih80-1,"The Education Ministry asked states and Union Territories to raise minimum age for admissions to Class 1 to six years, as per the National Education Policy (NEP). Currently, 14 states and UTs allow Class 1 admission to children aged below six years. NEP says the foundational stage comprises three years of pre-school and two years of Classes 1 and 2.",Govt wants to raise minimum age for Class 1 admissions to 6 years,national,0
22089,7dbuozms,7dbuozms-1,At least five people died and 15 were injured in a head-on collision between a car and a tempo in Gujarat's Mahisagar district on Wednesday. The accident took place when nearly 20 people were onboard the tempo to attend a pre-wedding event. The tempo turned turtle after hitting the car.,"5 killed, 15 injured after tempo collides with car in Gujarat",national,0
22090,urtujimf,urtujimf-1,"A 55-year-old man and his son were electrocuted in an attempt to protect their maize crops from monkeys in Telangana's Mahabubabad. The deceased were identified as 55-year-old Angothu Sevi Naik and his son 29-year-old Kiran Naik. According to the police, Kiran accidentally fell onto the electric fence and Angothu was also electrocuted while trying to save Kiran.","T'gana man, son electrocuted to death while trying to save crops",national,0
22091,fnbpsfuf,fnbpsfuf-1,"Pakistan's Finance Minister Ishaq Dar announced that the board of the China Development Bank (CDB) has approved a loan facility of $700 million for Pakistan and formalities in this regard have been completed. ""This amount is expected to be received this week by the State Bank of Pakistan which will shore up its forex reserves!"" Dar tweeted.",China approves $700 mn loan to Pakistan: Finance Minister Dar,world,4
22091,fnbpsfuf,fnbpsfuf-1,"Pakistan's Finance Minister Ishaq Dar announced that the board of the China Development Bank (CDB) has approved a loan facility of $700 million for Pakistan and formalities in this regard have been completed. ""This amount is expected to be received this week by the State Bank of Pakistan which will shore up its forex reserves!"" Dar tweeted.",China approves $700 mn loan to Pakistan: Finance Minister Dar,business,1
22092,ijbo4b4q,ijbo4b4q-1,"SEBI's Executive Director VS Sundaresan has urged Indian companies to evolve beyond the ""litigation mindset"". He cited the adjusted gross revenue case involving telecommunication firms as an example. ""Why do we have this kind of litigation mindset? Isn't there a better way of resolving disputes? The time we're wasting in litigation can be diverted towards a productive purpose,"" Sundaresan said.
","Quit litigation mindset, find ways to solve issues: SEBI to firms ",business,1
22093,zseglqdo,zseglqdo-1,"The Supreme Court (SC) has noted that children have the right to not have their legitimacy questioned frivolously, noting that it's an attribute of the right to privacy. The SC further noted that a DNA test may be ordered only in exceptional cases. ""DNA profiling is to be directed in matrimonial disputes involving allegations of infidelity,"" the court said.",Children have right to not have their legitimacy questioned: SC,national,0
22094,hzvz95o7,hzvz95o7-1,NSE extended the time for trading interest rate derivatives till 5 pm from February 23. NSE said it intends to converge trading hours with underlying market timings. It added that interest rate derivative contracts which expire this month will be available for trading till 5 pm on February 23 and there is no change in trading hours for other contracts.,NSE allows interest rate derivatives trading till 5 pm from Feb 23,business,1
22095,hdhdfd7r,hdhdfd7r-1,"IMF MD Kristalina Georgieva has said with the ambition India now demonstrates, it could take additional actions that could help in carbon neutrality being achieved even before its target of 2070. She added phasing out coal is a big issue for India. She also said it's very important that a country like India plays a leading role against climate change.

",India can be carbon neutral much before its target of 2070: IMF,science,8
22095,hdhdfd7r,hdhdfd7r-1,"IMF MD Kristalina Georgieva has said with the ambition India now demonstrates, it could take additional actions that could help in carbon neutrality being achieved even before its target of 2070. She added phasing out coal is a big issue for India. She also said it's very important that a country like India plays a leading role against climate change.

",India can be carbon neutral much before its target of 2070: IMF,national,0
22096,swi9zrsz,swi9zrsz-1,"Residents from Chennai claimed that they felt tremors in Royapettah and Anna Salai on Wednesday morning. However, National Centre for Seismology has clarified that there were no earthquake tremors in the city. The seismology department said the tremors could have resulted because of ongoing work of the Chennai Metro Rail Limited. However, the metro agency has denied any such report.

","'Mild tremors' felt in parts of Chennai, no earthquake reported",national,0
22097,eqr0k6dh,eqr0k6dh-1,"Congress leader Rahul Gandhi on Wednesday promised an inclusive and corruption-free government in Meghalaya if the party comes to power. ""Our aim is to connect to aspirations of young voters and to show a Congress party, which is youthful but also has experience,"" Rahul Gandhi said in Shillong. Rahul Gandhi further accused the BJP of attacking state institutions.",Congress will give corruption-free govt: Rahul Gandhi in Meghalaya,politics,5
22097,eqr0k6dh,eqr0k6dh-1,"Congress leader Rahul Gandhi on Wednesday promised an inclusive and corruption-free government in Meghalaya if the party comes to power. ""Our aim is to connect to aspirations of young voters and to show a Congress party, which is youthful but also has experience,"" Rahul Gandhi said in Shillong. Rahul Gandhi further accused the BJP of attacking state institutions.",Congress will give corruption-free govt: Rahul Gandhi in Meghalaya,national,0
